GID_3,populasi
IDN.12.2.8_1,3806
IDN.12.2.9_1,13372
IDN.12.2.10_1,8276
IDN.12.2.11_1,4258
IDN.12.2.12_1,1949
IDN.12.2.13_1,16943
IDN.12.2.14_1,2764
IDN.12.2.15_1,4889
IDN.12.2.16_1,4147
IDN.12.2.17_1,6126
IDN.12.2.18_1,14852
IDN.12.2.19_1,23351
IDN.12.2.20_1,2021
IDN.12.2.21_1,14925
IDN.12.2.22_1,7674
IDN.12.2.23_1,14353
IDN.12.2.24_1,2804
IDN.12.2.25_1,14396
IDN.12.3.1_1,25609
IDN.12.3.2_1,7966
IDN.12.3.3_1,23436
IDN.12.3.4_1,30989
IDN.12.3.5_1,11864
IDN.12.4.1_1,24045
IDN.12.4.2_1,32557
IDN.12.4.3_1,107419
IDN.12.4.4_1,9304
IDN.12.4.5_1,12187
IDN.12.4.6_1,102156
IDN.12.4.7_1,36234
IDN.12.4.8_1,25173
IDN.12.4.9_1,39044
IDN.12.4.10_1,10253
IDN.12.4.11_1,11630
IDN.12.4.12_1,24294
IDN.12.4.13_1,3426
IDN.12.4.14_1,21391
IDN.12.4.15_1,13374
IDN.12.4.16_1,26559
IDN.12.4.17_1,12679
IDN.12.4.18_1,11730
IDN.12.4.19_1,9598
IDN.12.4.20_1,7782
IDN.12.5.1_1,75946
IDN.12.5.2_1,96569
IDN.12.5.3_1,86235
IDN.12.5.4_1,59722
IDN.12.5.5_1,57072
IDN.12.5.6_1,101281
IDN.12.6.1_1,43661
IDN.12.6.2_1,24954
IDN.12.6.3_1,44234
IDN.12.6.4_1,43968
IDN.12.6.5_1,110157
IDN.12.6.6_1,146966
IDN.12.6.7_1,326491
IDN.12.6.8_1,12993
IDN.12.6.9_1,10054
IDN.12.7.1_1,11487
IDN.12.7.2_1,11175
IDN.12.7.3_1,13348
IDN.12.7.4_1,8624
IDN.12.7.5_1,63227
IDN.12.7.6_1,21915
IDN.12.7.7_1,28941
IDN.12.7.8_1,16597
IDN.12.7.9_1,4783
IDN.12.7.10_1,106501
IDN.12.7.11_1,35792
IDN.12.7.12_1,39014
IDN.12.7.13_1,7629
IDN.12.8.2_1,29926
IDN.12.8.1_1,10589
IDN.12.8.3_1,23570
IDN.12.8.4_1,12097
IDN.12.8.5_1,71827
IDN.12.8.6_1,10889
IDN.12.8.7_1,17213
IDN.12.8.8_1,10401
IDN.12.8.9_1,16994
IDN.12.8.11_1,15339
IDN.12.8.10_1,9972
IDN.12.9.1_1,17310
IDN.12.9.2_1,37768
IDN.12.9.3_1,28910
IDN.12.9.4_1,11079
IDN.12.9.5_1,13727
IDN.12.9.6_1,82348
IDN.12.9.7_1,16822
IDN.12.9.8_1,42618
IDN.12.9.9_1,11502
IDN.12.10.1_1,10205
IDN.12.10.3_1,85014
IDN.12.10.2_1,9898
IDN.12.10.4_1,68535
IDN.12.10.5_1,34314
IDN.12.10.6_1,4725
IDN.12.10.7_1,16325
IDN.12.10.8_1,9375
IDN.12.10.9_1,97284
IDN.12.10.10_1,54539
IDN.12.10.11_1,11269
IDN.12.10.13_1,41419
IDN.12.10.12_1,22890
IDN.12.10.14_1,14978
IDN.12.10.15_1,7813
IDN.12.10.16_1,43161
IDN.12.10.17_1,65724
IDN.12.10.18_1,29243
IDN.12.10.19_1,94176
IDN.12.11.1_1,11790
IDN.12.11.2_1,7939
IDN.12.11.3_1,13563
IDN.12.11.4_1,16626
IDN.12.11.5_1,19279
IDN.12.11.6_1,110611
IDN.12.11.7_1,20307
IDN.12.11.8_1,42872
IDN.12.11.9_1,34127
IDN.12.11.10_1,5688
IDN.12.11.11_1,25795
IDN.12.11.12_1,28424
IDN.12.11.13_1,73429
IDN.12.11.14_1,30987
IDN.12.11.15_1,32054
IDN.12.12.3_1,4450
IDN.12.12.1_1,17631
IDN.12.12.2_1,13581
IDN.12.12.4_1,10215
IDN.12.12.5_1,15414
IDN.12.12.6_1,125330
IDN.12.12.7_1,20467
IDN.12.13.1_1,60158
IDN.12.13.2_1,54176
IDN.12.13.3_1,62219
IDN.12.13.4_1,56753
IDN.12.13.5_1,33868
IDN.12.14.1_1,4880
IDN.12.14.2_1,11796
IDN.12.14.3_1,27692
IDN.12.14.4_1,11741
IDN.12.14.5_1,11472
IDN.12.14.6_1,8370
IDN.12.14.7_1,11694
IDN.12.14.8_1,6709
IDN.12.14.9_1,9732
IDN.12.14.10_1,34445
IDN.12.14.11_1,21247
IDN.12.14.12_1,73591
IDN.12.14.13_1,25040
IDN.12.14.14_1,15261
IDN.13.1.1_1,11077
IDN.13.1.2_1,10607
IDN.13.1.3_1,8996
IDN.13.1.4_1,15746
IDN.13.1.5_1,12621
IDN.13.1.7_1,41519
IDN.13.1.6_1,14278
IDN.13.1.8_1,4081
IDN.13.3.1_1,40014
IDN.13.3.2_1,5016
IDN.13.3.3_1,62697
IDN.13.3.4_1,4992
IDN.13.3.5_1,50189
IDN.13.3.6_1,31760
IDN.13.3.7_1,25224
IDN.13.3.10_1,81995
IDN.13.3.8_1,22118
IDN.13.3.9_1,10207
IDN.13.3.11_1,32232
IDN.13.3.12_1,2333
IDN.13.3.13_1,28323
IDN.13.3.14_1,6723
IDN.13.3.15_1,86402
IDN.13.3.16_1,54597
IDN.13.3.17_1,48900
IDN.13.3.18_1,4382
IDN.13.3.19_1,11744
IDN.13.2.1_1,47027
IDN.13.2.2_1,70745
IDN.13.2.3_1,32967
IDN.13.2.4_1,92462
IDN.13.2.5_1,74715
IDN.13.4.1_1,151901
IDN.13.4.2_1,130007
IDN.13.4.3_1,107911
IDN.13.4.4_1,140421
IDN.13.4.5_1,159446
IDN.13.5.1_1,132697
IDN.13.5.2_1,12425
IDN.13.5.3_1,12199
IDN.13.5.4_1,19923
IDN.13.5.5_1,5289
IDN.13.5.6_1,7006
IDN.13.5.7_1,10329
IDN.13.5.8_1,3184
IDN.13.5.9_1,4919
IDN.13.5.10_1,3184
IDN.13.5.11_1,44250
IDN.13.5.12_1,11011
IDN.13.5.13_1,11187
IDN.13.5.14_1,1804
IDN.13.5.15_1,8753
IDN.13.5.16_1,42985
IDN.13.5.17_1,3218
IDN.13.6.1_1,24620
IDN.13.6.2_1,16226
IDN.13.6.3_1,22916
IDN.13.6.4_1,27916
IDN.13.6.5_1,6237
IDN.13.6.6_1,42237
IDN.13.6.7_1,5202
IDN.13.6.8_1,31136
IDN.13.6.9_1,7923
IDN.13.6.10_1,27124
IDN.13.6.11_1,11503
IDN.13.7.1_1,52824
IDN.13.7.2_1,33756
IDN.13.7.3_1,1948
IDN.13.7.4_1,18997
IDN.13.7.5_1,25367
IDN.13.7.6_1,5317
IDN.13.7.7_1,24316
IDN.13.7.8_1,36981
IDN.13.7.9_1,28978
IDN.13.7.10_1,7793
IDN.13.7.11_1,26612
IDN.13.8.1_1,26924
IDN.13.8.2_1,41944
IDN.13.8.3_1,27805
IDN.13.8.4_1,17935
IDN.13.8.5_1,27898
IDN.13.8.6_1,9315
IDN.13.8.7_1,20679
IDN.13.8.8_1,3139
IDN.13.8.9_1,28678
IDN.13.8.10_1,9016
IDN.13.9.1_1,10510
IDN.13.9.2_1,5817
IDN.13.9.3_1,39950
IDN.13.9.4_1,17466
IDN.13.9.5_1,10183
IDN.13.9.6_1,14146
IDN.13.9.7_1,20496
IDN.13.9.8_1,8476
IDN.13.9.9_1,21080
IDN.13.9.10_1,14598
IDN.13.9.11_1,8663
IDN.13.9.12_1,2031
IDN.13.9.13_1,2358
IDN.13.9.14_1,19197
IDN.13.9.15_1,61466
IDN.13.9.16_1,73005
IDN.13.9.17_1,19668
IDN.13.9.18_1,0
IDN.13.9.19_1,17540
IDN.13.9.20_1,29295
IDN.13.10.1_1,15944
IDN.13.10.2_1,6281
IDN.13.10.3_1,28848
IDN.13.10.4_1,5514
IDN.13.10.5_1,31516
IDN.13.10.6_1,5493
IDN.13.10.7_1,13974
IDN.13.10.8_1,83632
IDN.13.10.9_1,7184
IDN.13.10.10_1,43022
IDN.13.10.11_1,28274
IDN.13.10.12_1,32145
IDN.13.11.1_1,27211
IDN.13.11.2_1,31022
IDN.13.11.3_1,9438
IDN.13.11.4_1,22321
IDN.13.11.5_1,25188
IDN.13.11.6_1,84730
IDN.13.11.7_1,37455
IDN.13.11.8_1,68649
IDN.13.11.9_1,79612
IDN.13.11.10_1,12278
IDN.13.12.1_1,9554
IDN.13.12.2_1,48306
IDN.13.12.3_1,34263
IDN.13.12.4_1,1700
IDN.13.12.5_1,88096
IDN.13.12.6_1,66791
IDN.13.12.7_1,7059
IDN.13.12.8_1,13821
IDN.13.12.9_1,96110
IDN.13.12.10_1,21469
IDN.13.12.11_1,10302
IDN.13.13.1_1,6640
IDN.13.13.2_1,41022
IDN.13.13.3_1,15987
IDN.13.13.4_1,11024
IDN.13.13.5_1,10749
IDN.13.13.6_1,21444
IDN.13.13.7_1,41627
IDN.13.13.8_1,12530
IDN.13.13.9_1,12069
IDN.13.13.10_1,38168
IDN.13.13.11_1,16640
IDN.13.13.12_1,17196
IDN.14.1.1_1,53586
IDN.14.1.2_1,70649
IDN.14.1.3_1,6906
IDN.14.1.4_1,6150
IDN.14.1.5_1,17492
IDN.14.1.6_1,5529
IDN.14.2.1_1,3688
IDN.14.2.2_1,13162
IDN.14.2.3_1,10664
IDN.14.2.4_1,35120
IDN.14.2.5_1,11923
IDN.14.2.6_1,43318
IDN.14.2.7_1,7677
IDN.14.2.8_1,17434
IDN.14.2.9_1,8032
IDN.14.2.10_1,1052
IDN.14.3.1_1,1256
IDN.14.3.2_1,7962
IDN.14.3.3_1,36296
IDN.14.3.4_1,16940
IDN.14.3.5_1,61463
IDN.14.3.6_1,5581
IDN.14.4.1_1,7408
IDN.14.4.2_1,10485
IDN.14.4.3_1,42062
IDN.14.4.5_1,35741
IDN.14.4.4_1,13108
IDN.14.4.6_1,5973
IDN.14.4.7_1,5017
IDN.14.4.9_1,24155
IDN.14.4.8_1,8175
IDN.14.4.10_1,10240
IDN.14.4.11_1,11536
IDN.14.5.1_1,7368
IDN.14.5.2_1,4411
IDN.14.5.3_1,3564
IDN.14.5.4_1,3327
IDN.14.5.5_1,5217
IDN.14.5.6_1,2527
IDN.14.5.7_1,5034
IDN.14.5.8_1,11789
IDN.14.5.9_1,25463
IDN.14.5.10_1,7627
IDN.14.5.11_1,3645
IDN.14.5.12_1,107900
IDN.14.5.13_1,6049
IDN.14.5.14_1,6768
IDN.14.5.15_1,55041
IDN.14.5.16_1,4644
IDN.14.5.17_1,17398
IDN.14.6.1_1,3201
IDN.14.6.2_1,2855
IDN.14.6.3_1,18972
IDN.14.6.4_1,9768
IDN.14.6.5_1,82205
IDN.14.6.6_1,17489
IDN.14.6.7_1,2159
IDN.14.6.8_1,4521
IDN.14.6.9_1,7791
IDN.14.6.10_1,12227
IDN.14.6.11_1,4680
IDN.14.6.12_1,1513
IDN.14.6.13_1,4806
IDN.14.7.1_1,101740
IDN.14.7.2_1,30757
IDN.14.7.3_1,11848
IDN.14.7.4_1,34381
IDN.14.7.5_1,102059
IDN.14.7.6_1,24517
IDN.14.8.1_1,33295
IDN.14.8.2_1,65023
IDN.14.8.3_1,11278
IDN.14.8.5_1,23960
IDN.14.8.4_1,30942
IDN.14.8.6_1,9844
IDN.14.8.7_1,133533
IDN.14.8.8_1,14771
IDN.14.8.9_1,33762
IDN.14.8.10_1,21529
IDN.14.8.11_1,25427
IDN.14.8.12_1,7995
IDN.14.8.13_1,2645
IDN.14.8.14_1,24553
IDN.14.8.15_1,8269
IDN.14.9.1_1,5620
IDN.14.9.2_1,23400
IDN.14.9.4_1,37621
IDN.14.9.3_1,13967
IDN.14.9.5_1,7716
IDN.14.9.6_1,9254
IDN.14.9.7_1,2123
IDN.14.9.8_1,5828
IDN.14.10.1_1,14373
IDN.14.10.2_1,33813
IDN.14.10.3_1,25094
IDN.14.10.4_1,2831
IDN.14.10.5_1,2845
IDN.14.10.6_1,12579
IDN.14.10.7_1,3475
IDN.14.10.9_1,5271
IDN.14.10.8_1,5057
IDN.14.10.10_1,22159
IDN.14.11.1_1,128429
IDN.14.11.2_1,110190
IDN.14.11.3_1,27883
IDN.14.11.4_1,29098
IDN.14.11.5_1,8998
IDN.14.12.1_1,7717
IDN.14.12.2_1,2031
IDN.14.12.3_1,15728
IDN.14.12.4_1,5226
IDN.14.12.5_1,73977
IDN.14.12.6_1,5926
IDN.14.12.7_1,6684
IDN.14.12.8_1,3320
IDN.14.13.1_1,74701
IDN.14.13.2_1,49654
IDN.14.13.3_1,72541
IDN.14.13.4_1,13255
IDN.14.13.5_1,22185
IDN.14.14.1_1,9346
IDN.14.14.2_1,4650
IDN.14.14.3_1,13719
IDN.14.14.4_1,4229
IDN.14.14.5_1,30876
IDN.34.1.1_1,77459
IDN.34.1.2_1,267936
IDN.34.1.3_1,83534
IDN.34.1.4_1,91235
IDN.34.1.5_1,247187
IDN.34.2.1_1,11966
IDN.34.2.2_1,2362
IDN.34.2.3_1,12514
IDN.34.2.4_1,39082
IDN.34.2.5_1,10049
IDN.34.2.6_1,5092
IDN.34.2.7_1,13481
IDN.34.2.8_1,46559
IDN.34.2.9_1,9533
IDN.34.2.10_1,7931
IDN.34.2.11_1,7366
IDN.34.2.12_1,53454
IDN.34.2.13_1,47560
IDN.34.3.1_1,34018
IDN.34.3.2_1,64737
IDN.34.3.3_1,76890
IDN.34.5.1_1,14303
IDN.34.5.2_1,17802
IDN.34.5.3_1,14516
IDN.34.5.4_1,7879
IDN.34.5.5_1,7148
IDN.34.5.6_1,2283
IDN.34.5.7_1,26672
IDN.34.5.8_1,3416
IDN.34.5.9_1,20407
IDN.34.5.10_1,3965
IDN.34.5.11_1,4000
IDN.34.5.12_1,5379
IDN.34.5.13_1,5800
IDN.34.5.14_1,11707
IDN.34.5.15_1,9428
IDN.34.5.16_1,7341
IDN.34.5.17_1,3999
IDN.34.5.18_1,3351
IDN.34.5.19_1,3771
IDN.34.5.20_1,14622
IDN.34.5.21_1,7519
IDN.34.6.1_1,69210
IDN.34.6.2_1,7080
IDN.34.6.3_1,6801
IDN.34.6.4_1,15024
IDN.34.6.5_1,88851
IDN.34.6.6_1,53732
IDN.34.6.7_1,23338
IDN.34.6.8_1,87196
IDN.34.6.9_1,43372
IDN.34.6.10_1,23120
IDN.34.6.11_1,8355
IDN.34.6.12_1,6608
IDN.34.6.13_1,39886
IDN.34.6.14_1,22900
IDN.34.6.15_1,114129
IDN.34.6.16_1,13857
IDN.34.6.18_1,80079
IDN.34.6.17_1,68948
IDN.34.7.1_1,1747
IDN.34.7.2_1,52043
IDN.34.7.3_1,6428
IDN.34.7.4_1,36900
IDN.34.7.5_1,29071
IDN.34.7.6_1,21659
IDN.34.7.7_1,21328
IDN.34.7.8_1,10941
IDN.34.7.9_1,18395
IDN.34.7.10_1,11721
IDN.34.7.11_1,8404
IDN.34.7.12_1,8736
IDN.34.7.13_1,10438
IDN.34.7.14_1,24698
IDN.34.7.15_1,130303
IDN.34.7.16_1,42029
IDN.34.7.17_1,6352
IDN.34.7.18_1,24916
IDN.34.10.1_1,27984
IDN.34.10.2_1,82727
IDN.34.10.3_1,34253
IDN.34.10.4_1,35191
IDN.34.10.5_1,13666
IDN.34.10.6_1,9578
IDN.34.10.7_1,30911
IDN.34.10.8_1,28053
IDN.34.10.9_1,38951
IDN.34.10.10_1,6462
IDN.34.11.1_1,20543
IDN.34.11.2_1,125212
IDN.34.11.3_1,33103
IDN.34.11.4_1,22638
IDN.34.12.1_1,91416
IDN.34.12.2_1,131405
IDN.34.12.3_1,135854
IDN.34.12.4_1,197870
IDN.34.12.5_1,429075
IDN.34.12.6_1,169404
IDN.35.4.1,13065
IDN.35.4.3,9734
IDN.35.4.2,4159
IDN.35.4.4,26004
IDN.35.4.9,9245
IDN.35.4.5,5421
IDN.35.4.6,21568
IDN.35.4.7,21828
IDN.35.4.8,39302
IDN.35.4.10,37589
IDN.35.8.1,10044
IDN.35.8.2,2427
IDN.35.8.3,8083
IDN.35.8.4,18794
IDN.35.8.5,7876
IDN.35.8.6,18672
IDN.35.8.7,5039
IDN.35.8.8,8332
IDN.35.8.10,6703
IDN.35.8.9,6406
IDN.35.8.11,9383
IDN.35.8.12,20450
IDN.35.9.2,21668
IDN.35.9.1,17829
IDN.35.9.3,13280
IDN.35.9.5,50421
IDN.35.9.4,22099
IDN.35.9.7,25463
IDN.35.9.6,6136
IDN.35.9.8,24320
IDN.35.9.9,34583
IDN.35.13.2,2556
IDN.35.13.1,5146
IDN.35.13.3,4054
IDN.35.14.1,114704
IDN.35.14.2,82956
IDN.35.14.3,75578
IDN.35.14.4,38811
IDN.16.1.1_1,311338
IDN.16.1.2_1,230106
IDN.16.1.3_1,135924
IDN.16.1.4_1,49905
IDN.16.1.5_1,119464
IDN.16.1.6_1,150925
IDN.16.1.7_1,22969
IDN.16.1.8_1,116013
IDN.16.1.9_1,202378
IDN.16.1.10_1,227471
IDN.16.1.11_1,140161
IDN.16.1.12_1,242930
IDN.16.2.1_1,1755
IDN.16.2.2_1,22718
IDN.16.2.3_1,29665
IDN.16.2.4_1,7477
IDN.16.2.5_1,888
IDN.16.2.6_1,13565
IDN.16.2.7_1,32513
IDN.16.2.8_1,129113
IDN.16.2.9_1,103827
IDN.16.2.10_1,32205
IDN.16.3.1_1,4032
IDN.16.3.2_1,4424
IDN.16.3.3_1,41569
IDN.16.3.6_1,34997
IDN.16.3.4_1,11455
IDN.16.3.5_1,9535
IDN.16.3.7_1,78747
IDN.16.3.8_1,16687
IDN.16.3.9_1,56664
IDN.16.4.2_1,1125
IDN.16.4.1_1,1279
IDN.16.4.3_1,748
IDN.16.4.7_1,624
IDN.16.4.4_1,275
IDN.16.4.5_1,14
IDN.16.4.6_1,0
IDN.16.5.2_1,22641
IDN.16.5.1_1,6362
IDN.16.5.3_1,22554
IDN.16.5.5_1,25072
IDN.16.5.4_1,14040
IDN.16.6.1_1,6469
IDN.16.6.2_1,1764
IDN.16.6.3_1,265
IDN.16.6.5_1,8955
IDN.16.6.4_1,610
IDN.16.6.6_1,2750
IDN.16.6.7_1,386
IDN.16.6.8_1,64
IDN.16.6.9_1,90
IDN.16.6.11_1,15226
IDN.16.6.10_1,1239
IDN.16.6.12_1,47710
IDN.16.7.1_1,18579
IDN.16.7.2_1,10072
IDN.16.7.3_1,7859
IDN.16.7.4_1,47840
IDN.17.1.1_1,114977
IDN.17.1.2_1,98653
IDN.17.1.3_1,69607
IDN.17.1.4_1,87909
IDN.17.1.5_1,82047
IDN.17.1.6_1,117599
IDN.17.1.7_1,93030
IDN.17.1.8_1,64108
IDN.17.1.9_1,134529
IDN.17.1.10_1,62240
IDN.17.1.11_1,52637
IDN.17.1.12_1,104532
IDN.17.1.13_1,80086
IDN.17.2.1_1,82200
IDN.17.2.2_1,26359
IDN.17.2.3_1,26052
IDN.17.2.5_1,8174
IDN.17.2.4_1,15343
IDN.17.2.6_1,28197
IDN.17.2.7_1,1116
IDN.17.2.8_1,9309
IDN.17.2.9_1,7920
IDN.17.2.10_1,9499
IDN.17.2.11_1,15400
IDN.17.2.12_1,24639
IDN.17.2.13_1,7881
IDN.17.2.14_1,38455
IDN.17.2.15_1,30727
IDN.17.2.16_1,21344
IDN.17.2.17_1,49790
IDN.17.2.18_1,79726
IDN.17.3.1_1,44261
IDN.17.3.2_1,49346
IDN.17.3.3_1,0
IDN.17.3.4_1,123536
IDN.17.3.5_1,80892
IDN.17.3.6_1,53182
IDN.17.3.7_1,74616
IDN.17.3.8_1,22846
IDN.17.3.9_1,220340
IDN.17.3.10_1,72516
IDN.17.3.11_1,52271
IDN.17.3.12_1,275
IDN.17.3.13_1,16622
IDN.17.3.14_1,39834
IDN.17.3.15_1,45985
IDN.17.3.16_1,75216
IDN.17.3.17_1,12701
IDN.17.3.18_1,40456
IDN.17.3.19_1,18896
IDN.17.4.1_1,8869
IDN.17.4.2_1,28846
IDN.17.4.3_1,293987
IDN.17.4.4_1,109839
IDN.17.4.5_1,14434
IDN.17.4.6_1,13259
IDN.17.4.7_1,79400
IDN.17.4.8_1,56473
IDN.17.4.9_1,74983
IDN.17.4.10_1,15629
IDN.17.4.11_1,45159
IDN.17.4.12_1,15753
IDN.17.4.13_1,13134
IDN.17.4.14_1,54306
IDN.17.4.15_1,22459
IDN.17.4.16_1,45637
IDN.17.4.17_1,10645
IDN.17.4.18_1,11355
IDN.17.4.19_1,46172
IDN.17.4.20_1,41051
IDN.17.4.21_1,111612
IDN.17.4.22_1,85627
IDN.17.4.23_1,79285
IDN.17.4.24_1,106811
IDN.17.4.25_1,117637
IDN.17.4.26_1,79992
IDN.17.4.27_1,75987
IDN.17.4.28_1,27321
IDN.17.5.1_1,15553
IDN.17.5.3_1,59588
IDN.17.5.2_1,68161
IDN.17.5.4_1,7598
IDN.17.5.5_1,11761
IDN.17.5.6_1,12683
IDN.17.5.7_1,16544
IDN.17.5.8_1,143391
IDN.17.5.9_1,106036
IDN.17.5.10_1,22766
IDN.17.5.11_1,20174
IDN.17.5.12_1,12526
IDN.17.5.13_1,16583
IDN.17.5.14_1,17918
IDN.17.5.15_1,13066
IDN.17.5.16_1,120987
IDN.17.5.17_1,67890
IDN.17.5.18_1,0
IDN.17.5.19_1,41033
IDN.17.5.20_1,39299
IDN.17.5.22_1,37977
IDN.17.5.21_1,32095
IDN.17.5.23_1,68209
IDN.17.5.24_1,51361
IDN.17.5.25_1,31937
IDN.17.5.26_1,29176
IDN.17.6.2_1,24307
IDN.17.6.1_1,15390
IDN.17.6.3_1,5166
IDN.17.6.4_1,89045
IDN.17.6.5_1,23723
IDN.17.6.6_1,31141
IDN.17.6.7_1,8810
IDN.17.6.8_1,29827
IDN.17.6.9_1,16855
IDN.17.6.10_1,26185
IDN.17.6.11_1,25444
IDN.17.6.12_1,55283
IDN.17.6.13_1,6774
IDN.17.6.16_1,71875
IDN.17.6.14_1,90652
IDN.17.6.15_1,45340
IDN.17.6.17_1,30092
IDN.17.6.18_1,725
IDN.17.6.19_1,3233
IDN.17.6.20_1,25468
IDN.17.6.21_1,9108
IDN.17.6.22_1,25531
IDN.17.6.23_1,10022
IDN.17.7.1_1,2581
IDN.17.7.3_1,2882
IDN.17.7.2_1,14296
IDN.17.7.4_1,6729
IDN.17.7.5_1,19317
IDN.17.7.6_1,11845
IDN.17.7.7_1,17828
IDN.17.7.8_1,15709
IDN.17.8.1_1,33761
IDN.17.8.2_1,39696
IDN.17.8.3_1,13736
IDN.17.8.4_1,33555
IDN.17.8.5_1,39402
IDN.17.9.1_1,154063
IDN.17.9.2_1,10227
IDN.17.9.3_1,52945
IDN.17.9.4_1,76838
IDN.17.9.5_1,90270
IDN.17.9.6_1,34553
IDN.17.9.7_1,101043
IDN.17.9.8_1,30164
IDN.17.10.1_1,9144
IDN.17.10.2_1,38581
IDN.17.10.3_1,9951
IDN.17.10.4_1,102852
IDN.17.10.5_1,74626
IDN.17.10.6_1,38238
IDN.17.10.7_1,86287
IDN.17.10.8_1,22008
IDN.17.11.1_1,6104
IDN.17.11.2_1,9812
IDN.17.11.3_1,21254
IDN.17.11.4_1,11942
IDN.17.11.5_1,66684
IDN.17.11.6_1,35129
IDN.17.11.7_1,33317
IDN.17.11.9_1,8138
IDN.17.11.8_1,7039
IDN.17.11.12_1,56961
IDN.17.11.10_1,15669
IDN.17.11.11_1,51392
IDN.17.11.13_1,15918
IDN.17.11.14_1,9577
IDN.17.11.15_1,58071
IDN.17.11.16_1,19454
IDN.17.11.17_1,36009
IDN.17.11.18_1,20436
IDN.17.11.19_1,34223
IDN.17.11.20_1,50111
IDN.17.11.21_1,28668
IDN.17.12.1_1,28583
IDN.17.12.2_1,27989
IDN.17.12.3_1,18865
IDN.17.12.4_1,5749
IDN.17.12.5_1,84921
IDN.17.12.6_1,28940
IDN.17.12.7_1,30292
IDN.17.12.8_1,9585
IDN.17.13.1_1,18365
IDN.17.13.2_1,8156
IDN.17.13.3_1,14568
IDN.17.13.4_1,18023
IDN.17.13.6_1,5787
IDN.17.13.5_1,21365
IDN.17.13.7_1,23591
IDN.17.13.9_1,28213
IDN.17.13.8_1,5786
IDN.17.13.10_1,6977
IDN.17.13.11_1,18594
IDN.17.13.12_1,18339
IDN.17.13.13_1,873
IDN.17.13.14_1,34156
IDN.17.13.15_1,1754
IDN.17.14.1_1,11226
IDN.17.14.2_1,24666
IDN.17.14.3_1,26899
IDN.17.14.4_1,51010
IDN.17.14.5_1,4152
IDN.17.14.6_1,16653
IDN.17.14.7_1,19662
IDN.17.14.8_1,11890
IDN.17.14.9_1,73455
IDN.17.14.10_1,23867
IDN.17.14.11_1,29663
IDN.17.14.12_1,119555
IDN.17.14.13_1,6652
IDN.17.14.14_1,17222
IDN.19.1.1_1,141422
IDN.19.1.2_1,7535
IDN.19.1.3_1,96484
IDN.19.1.4_1,200325
IDN.19.1.5_1,134215
IDN.19.3.1_1,82314
IDN.19.3.2_1,4822
IDN.19.3.3_1,26507
IDN.19.3.4_1,33391
IDN.19.3.5_1,10332
IDN.19.2.1_1,0
IDN.19.2.2_1,37518
IDN.19.2.3_1,23834
IDN.19.2.4_1,12815
IDN.19.2.5_1,5337
IDN.19.4.2_1,65645
IDN.19.4.1_1,14390
IDN.19.4.5_1,7210
IDN.19.4.3_1,2261
IDN.19.4.4_1,2889
IDN.19.4.6_1,6244
IDN.19.4.7_1,13882
IDN.19.5.1_1,11030
IDN.19.5.2_1,1405
IDN.19.5.3_1,5867
IDN.19.5.4_1,1946
IDN.19.5.5_1,13420
IDN.19.5.6_1,16263
IDN.19.5.7_1,1957
IDN.19.5.8_1,13332
IDN.19.6.1_1,91204
IDN.19.6.2_1,5523
IDN.19.6.3_1,26700
IDN.19.6.5_1,40371
IDN.19.6.4_1,8337
IDN.19.6.6_1,3999
IDN.19.6.7_1,21808
IDN.19.6.8_1,68648
IDN.19.6.9_1,24140
IDN.19.6.11_1,50311
IDN.19.6.10_1,26446
IDN.19.6.12_1,38246
IDN.19.6.13_1,17145
IDN.19.6.14_1,82827
IDN.19.8.3_1,8901
IDN.19.8.1_1,4810
IDN.19.8.2_1,0
IDN.19.8.6_1,26901
IDN.19.8.4_1,3436
IDN.19.8.5_1,9600
IDN.19.7.1_1,3374
IDN.19.7.2_1,2110
IDN.19.7.3_1,18037
IDN.19.7.4_1,27326
IDN.19.7.5_1,7374
IDN.19.7.6_1,15943
IDN.19.7.7_1,6550
IDN.19.7.8_1,12933
IDN.19.7.9_1,178
IDN.19.9.1_1,24862
IDN.19.9.2_1,95035
IDN.19.9.3_1,72464
IDN.19.9.4_1,21544
IDN.19.10.1_1,50513
IDN.19.10.2_1,11439
IDN.19.10.3_1,13088
IDN.19.10.4_1,4478
IDN.19.10.5_1,1306
IDN.19.10.6_1,30326
IDN.19.11.1_1,10342
IDN.19.11.2_1,36060
IDN.19.11.3_1,6202
IDN.19.11.4_1,2378
IDN.18.1.3_1,13999
IDN.18.1.1_1,17853
IDN.18.1.2_1,8511
IDN.18.1.5_1,70478
IDN.18.1.4_1,17713
IDN.18.1.6_1,9943
IDN.18.1.8_1,11667
IDN.18.1.7_1,19592
IDN.18.2.7_1,33834
IDN.18.2.2_1,3516
IDN.18.2.1_1,3431
IDN.18.2.3_1,32593
IDN.18.2.6_1,11502
IDN.18.2.4_1,8464
IDN.18.2.5_1,6592
IDN.18.2.8_1,6214
IDN.18.2.11_1,8310
IDN.18.2.9_1,6014
IDN.18.2.10_1,6551
IDN.18.2.14_1,8455
IDN.18.2.12_1,5421
IDN.18.2.13_1,7317
IDN.18.2.15_1,8117
IDN.18.2.16_1,5034
IDN.18.2.20_1,7964
IDN.18.2.17_1,3998
IDN.18.2.18_1,3677
IDN.18.2.19_1,1699
IDN.18.2.21_1,5020
IDN.18.2.22_1,138
