GID_3,populasi
IDN.9.2.30_1,79609
IDN.9.2.31_1,89703
IDN.9.1.1_1,158436
IDN.9.1.2_1,85612
IDN.9.1.3_1,99143
IDN.9.1.4_1,26253
IDN.9.1.5_1,142880
IDN.9.1.6_1,53657
IDN.9.1.7_1,22547
IDN.9.1.8_1,77523
IDN.9.1.9_1,62470
IDN.9.1.10_1,260876
IDN.9.1.11_1,136798
IDN.9.1.12_1,192052
IDN.9.1.13_1,185660
IDN.9.1.14_1,7997
IDN.9.1.15_1,34705
IDN.9.1.16_1,14852
IDN.9.3.1_1,53075
IDN.9.3.2_1,60381
IDN.9.3.3_1,52736
IDN.9.3.4_1,39292
IDN.9.4.1_1,314446
IDN.9.4.2_1,87153
IDN.9.4.3_1,56828
IDN.9.4.4_1,141884
IDN.9.4.5_1,188211
IDN.9.4.6_1,349891
IDN.9.4.7_1,277719
IDN.9.4.8_1,386882
IDN.9.4.9_1,231471
IDN.9.4.10_1,321864
IDN.9.4.11_1,149264
IDN.9.4.12_1,91887
IDN.9.4.13_1,94066
IDN.9.4.14_1,104385
IDN.9.4.15_1,215199
IDN.9.4.16_1,183451
IDN.9.4.17_1,47744
IDN.9.4.18_1,67408
IDN.9.4.19_1,151071
IDN.9.4.20_1,52376
IDN.9.4.21_1,350616
IDN.9.4.22_1,184837
IDN.9.4.23_1,261574
IDN.9.5.1_1,218380
IDN.9.5.2_1,264580
IDN.9.5.3_1,109799
IDN.9.5.4_1,123242
IDN.9.5.5_1,155654
IDN.9.5.6_1,106543
IDN.9.5.7_1,442159
IDN.9.5.8_1,127705
IDN.9.5.9_1,80951
IDN.9.5.10_1,119478
IDN.9.5.11_1,53218
IDN.9.5.12_1,490468
IDN.9.5.13_1,147665
IDN.9.5.14_1,227024
IDN.9.5.15_1,183525
IDN.9.5.16_1,283717
IDN.9.5.17_1,120567
IDN.9.5.18_1,551493
IDN.9.5.19_1,272381
IDN.9.5.20_1,85553
IDN.9.5.21_1,192682
IDN.9.5.22_1,255042
IDN.9.5.23_1,181642
IDN.9.5.24_1,83937
IDN.9.5.25_1,46668
IDN.9.5.26_1,118431
IDN.9.5.27_1,43259
IDN.9.5.28_1,82636
IDN.9.5.30_1,174314
IDN.9.5.29_1,211843
IDN.9.5.31_1,67523
IDN.9.5.32_1,210604
IDN.9.5.33_1,20510
IDN.9.5.34_1,39846
IDN.9.5.35_1,227654
IDN.9.5.36_1,210530
IDN.9.5.37_1,95427
IDN.9.5.38_1,29122
IDN.9.5.39_1,101906
IDN.9.5.40_1,34236
IDN.9.6.1_1,106471
IDN.9.6.2_1,29929
IDN.9.6.3_1,107932
IDN.9.6.4_1,3056
IDN.9.6.5_1,9237
IDN.9.6.6_1,78030
IDN.9.6.7_1,75234
IDN.9.6.8_1,22275
IDN.9.6.9_1,49732
IDN.9.6.10_1,5669
IDN.9.6.11_1,30391
IDN.9.6.12_1,37860
IDN.9.6.13_1,24543
IDN.9.6.14_1,14187
IDN.9.6.15_1,25869
IDN.9.6.16_1,30781
IDN.9.6.17_1,111319
IDN.9.6.18_1,12768
IDN.9.6.19_1,25696
IDN.9.6.20_1,49047
IDN.9.6.21_1,150275
IDN.9.6.22_1,65421
IDN.9.6.23_1,24476
IDN.9.6.24_1,70882
IDN.9.6.25_1,40957
IDN.9.6.26_1,63905
IDN.9.6.27_1,67523
IDN.9.6.28_1,46982
IDN.9.6.29_1,38918
IDN.9.6.30_1,38355
IDN.9.6.31_1,22863
IDN.9.6.32_1,39187
IDN.9.6.33_1,68078
IDN.9.6.34_1,4546
IDN.9.6.35_1,27651
IDN.9.6.36_1,6156
IDN.9.7.1_1,167613
IDN.9.7.2_1,32550
IDN.9.7.4_1,20123
IDN.9.7.3_1,9628
IDN.9.7.5_1,138014
IDN.9.7.6_1,54075
IDN.9.7.7_1,38340
IDN.9.7.8_1,217477
IDN.9.7.9_1,29049
IDN.9.7.10_1,10852
IDN.9.7.11_1,45782
IDN.9.7.12_1,95138
IDN.9.7.13_1,184128
IDN.9.7.14_1,97762
IDN.9.7.15_1,56453
IDN.9.7.16_1,37520
IDN.9.7.17_1,56251
IDN.9.7.18_1,40424
IDN.9.7.19_1,179795
IDN.9.7.20_1,14039
IDN.9.7.21_1,81109
IDN.9.7.22_1,14370
IDN.9.7.23_1,159662
IDN.9.7.24_1,86749
IDN.9.7.25_1,27576
IDN.9.7.26_1,138275
IDN.9.7.27_1,104949
IDN.9.7.28_1,38091
IDN.9.7.29_1,83500
IDN.9.7.30_1,25499
IDN.9.7.31_1,33635
IDN.9.7.32_1,61202
IDN.9.8.1_1,242790
IDN.9.8.2_1,212487
IDN.9.8.3_1,198959
IDN.9.9.1_1,54610
IDN.9.9.2_1,67149
IDN.9.9.3_1,80407
IDN.9.9.4_1,46089
IDN.9.9.5_1,69454
IDN.9.9.6_1,49865
IDN.9.9.7_1,45278
IDN.9.9.8_1,38397
IDN.9.9.9_1,74280
IDN.9.9.10_1,43294
IDN.9.9.11_1,76175
IDN.9.9.12_1,26827
IDN.9.9.13_1,64512
IDN.9.9.14_1,26753
IDN.9.9.15_1,28469
IDN.9.9.16_1,34861
IDN.9.9.17_1,25668
IDN.9.9.18_1,15769
IDN.9.9.19_1,91195
IDN.9.9.20_1,39165
IDN.9.9.21_1,40538
IDN.9.9.22_1,51390
IDN.9.9.23_1,89671
IDN.9.9.24_1,73693
IDN.9.9.25_1,48387
IDN.9.9.26_1,60088
IDN.9.9.27_1,69900
IDN.9.9.28_1,21796
IDN.9.9.29_1,26550
IDN.9.9.30_1,38365
IDN.9.9.31_1,76467
IDN.9.9.32_1,15306
IDN.9.9.33_1,97498
IDN.9.9.34_1,26958
IDN.9.9.35_1,60298
IDN.9.9.36_1,18885
IDN.9.9.37_1,102021
IDN.9.9.38_1,36851
IDN.9.9.39_1,35387
IDN.9.9.40_1,62262
IDN.9.10.1_1,244448
IDN.9.10.2_1,213509
IDN.9.10.3_1,201512
IDN.9.10.4_1,325431
IDN.9.10.5_1,181261
IDN.9.10.6_1,142957
IDN.9.10.7_1,160200
IDN.9.10.8_1,279286
IDN.9.10.9_1,299504
IDN.9.10.10_1,271820
IDN.9.10.11_1,311713
IDN.9.11.1_1,10116
IDN.9.11.2_1,169936
IDN.9.11.3_1,102370
IDN.9.11.4_1,103953
IDN.9.11.5_1,50003
IDN.9.11.6_1,42243
IDN.9.11.7_1,48320
IDN.9.11.8_1,117661
IDN.9.11.9_1,34978
IDN.9.11.10_1,38515
IDN.9.11.11_1,5371
IDN.9.11.12_1,113577
IDN.9.11.13_1,60391
IDN.9.11.14_1,108149
IDN.9.11.15_1,5020
IDN.9.11.16_1,10643
IDN.9.11.17_1,156159
IDN.9.11.18_1,97562
IDN.9.11.19_1,113297
IDN.9.11.20_1,148390
IDN.9.11.21_1,7926
IDN.9.11.22_1,47599
IDN.9.11.23_1,99691
IDN.9.11.24_1,71075
IDN.9.11.25_1,77131
IDN.9.11.26_1,64739
IDN.9.11.27_1,22487
IDN.9.11.28_1,98744
IDN.9.11.29_1,13930
IDN.9.11.30_1,48219
IDN.9.11.31_1,110859
IDN.9.11.32_1,9883
IDN.9.11.33_1,98708
IDN.9.11.34_1,28865
IDN.9.11.35_1,7954
IDN.9.11.36_1,29987
IDN.9.11.37_1,40481
IDN.9.11.38_1,53846
IDN.9.11.39_1,1889
IDN.9.11.40_1,178930
IDN.9.11.41_1,128784
IDN.9.11.42_1,55542
IDN.9.12.1_1,130914
IDN.9.12.2_1,13899
IDN.9.12.3_1,58896
IDN.9.12.4_1,30258
IDN.9.12.5_1,29733
IDN.9.12.6_1,7699
IDN.9.12.7_1,27487
IDN.9.12.8_1,42422
IDN.9.12.9_1,172066
IDN.9.12.10_1,154422
IDN.9.12.11_1,83692
IDN.9.12.12_1,68743
IDN.9.12.13_1,53041
IDN.9.12.14_1,51219
IDN.9.12.15_1,39280
IDN.9.12.16_1,28409
IDN.9.12.17_1,56642
IDN.9.12.18_1,30171
IDN.9.12.19_1,111976
IDN.9.12.20_1,31130
IDN.9.12.21_1,46318
IDN.9.12.22_1,43108
IDN.9.12.23_1,8973
IDN.9.12.24_1,48949
IDN.9.12.25_1,42646
IDN.9.12.26_1,43465
IDN.9.12.27_1,79491
IDN.9.12.28_1,41025
IDN.9.12.29_1,48445
IDN.9.12.30_1,75237
IDN.9.12.31_1,38968
IDN.9.13.1_1,46419
IDN.9.13.2_1,59967
IDN.9.13.3_1,151492
IDN.9.13.4_1,33273
IDN.9.13.5_1,153964
IDN.9.13.6_1,44810
IDN.9.13.7_1,51495
IDN.9.13.8_1,34961
IDN.9.13.9_1,122472
IDN.9.13.10_1,31991
IDN.9.13.11_1,187764
IDN.9.13.12_1,142786
IDN.9.13.13_1,215683
IDN.9.13.14_1,125215
IDN.9.13.15_1,27924
IDN.9.13.16_1,68964
IDN.9.13.17_1,89447
IDN.9.13.18_1,40415
IDN.9.13.19_1,66079
IDN.9.13.20_1,42198
IDN.9.13.21_1,105036
IDN.9.13.22_1,65678
IDN.9.13.23_1,84496
IDN.9.13.24_1,53104
IDN.9.13.25_1,30417
IDN.9.13.26_1,171197
IDN.9.13.27_1,197086
IDN.9.13.28_1,62385
IDN.9.13.29_1,49697
IDN.9.13.30_1,110428
IDN.9.14.1_1,128502
IDN.9.14.2_1,117150
IDN.9.14.3_1,154929
IDN.9.14.4_1,88752
IDN.9.14.5_1,165254
IDN.9.14.6_1,111851
IDN.9.14.7_1,159744
IDN.9.14.8_1,111714
IDN.9.14.9_1,152362
IDN.9.14.10_1,98687
IDN.9.14.11_1,118479
IDN.9.14.12_1,152714
IDN.9.14.13_1,112529
IDN.9.14.14_1,108906
IDN.9.14.15_1,67611
IDN.9.14.16_1,220456
IDN.9.14.17_1,123012
IDN.9.14.18_1,71175
IDN.9.14.19_1,189479
IDN.9.14.20_1,79516
IDN.9.14.21_1,156459
IDN.9.14.22_1,201288
IDN.9.14.23_1,57731
IDN.9.14.24_1,84063
IDN.9.14.25_1,118012
IDN.9.14.26_1,154983
IDN.9.14.27_1,150568
IDN.9.14.28_1,128206
IDN.9.14.29_1,120707
IDN.9.14.30_1,57983
IDN.9.15.1_1,186352
IDN.9.15.2_1,272416
IDN.9.15.3_1,281178
IDN.9.15.4_1,252104
IDN.9.15.5_1,322711
IDN.9.15.6_1,348404
IDN.9.15.7_1,227279
IDN.9.15.8_1,208685
IDN.9.15.9_1,321321
IDN.9.15.10_1,284751
IDN.9.15.11_1,148567
IDN.9.15.12_1,257215
IDN.9.16.1_1,261706
IDN.9.16.2_1,239141
IDN.9.16.3_1,111114
IDN.9.16.4_1,119644
IDN.9.16.5_1,219229
IDN.9.16.6_1,252303
IDN.9.17.1_1,169103
IDN.9.17.2_1,55230
IDN.9.17.3_1,135660
IDN.9.17.4_1,94983
IDN.9.17.5_1,37186
IDN.9.18.1_1,27462
IDN.9.18.2_1,36676
IDN.9.18.3_1,63961
IDN.9.18.4_1,38344
IDN.9.18.5_1,50779
IDN.9.18.6_1,39840
IDN.9.18.7_1,57322
IDN.9.19.1_1,64301
IDN.9.19.2_1,83366
IDN.9.19.3_1,58846
IDN.9.19.4_1,72386
IDN.9.19.5_1,78327
IDN.9.19.6_1,84984
IDN.9.19.7_1,111550
IDN.9.19.8_1,43278
IDN.9.19.9_1,53917
IDN.9.19.10_1,67123
IDN.9.20.1_1,65868
IDN.9.20.2_1,30429
IDN.9.20.3_1,68976
IDN.9.20.4_1,28052
IDN.9.20.5_1,25584
IDN.9.20.6_1,44913
IDN.9.20.7_1,4680
IDN.9.20.8_1,81861
IDN.9.20.9_1,27410
IDN.9.20.10_1,15315
IDN.9.20.11_1,17682
IDN.9.20.12_1,24828
IDN.9.20.13_1,32084
IDN.9.20.14_1,26036
IDN.9.20.15_1,15132
IDN.9.20.16_1,51142
IDN.9.20.17_1,11220
IDN.9.20.18_1,24131
IDN.9.20.19_1,11563
IDN.9.20.20_1,26225
IDN.9.20.21_1,50017
IDN.9.20.22_1,129999
IDN.9.20.23_1,37588
IDN.9.20.24_1,46520
IDN.9.20.25_1,33658
IDN.9.20.26_1,21537
IDN.9.20.27_1,13576
IDN.9.20.28_1,16734
IDN.9.20.29_1,14500
IDN.9.20.30_1,10906
IDN.9.20.31_1,42997
IDN.9.20.32_1,12334
IDN.9.21.1_1,30978
IDN.9.21.2_1,23381
IDN.9.21.3_1,17632
IDN.9.21.4_1,43903
IDN.9.21.5_1,76369
IDN.9.21.6_1,61043
IDN.9.21.7_1,58772
IDN.9.21.8_1,61010
IDN.9.21.9_1,89233
IDN.9.21.10_1,58458
IDN.9.21.11_1,34388
IDN.9.21.12_1,120873
IDN.9.21.13_1,12198
IDN.9.21.14_1,23005
IDN.9.21.15_1,51565
IDN.9.21.16_1,48230
IDN.9.21.17_1,84184
IDN.9.21.18_1,22374
IDN.9.21.19_1,60291
IDN.9.21.20_1,31845
IDN.9.21.21_1,24044
IDN.9.21.22_1,8629
IDN.9.21.23_1,14850
IDN.9.21.24_1,24978
IDN.9.21.25_1,119202
IDN.9.21.26_1,37528
IDN.9.22.1_1,75625
IDN.9.22.2_1,18615
IDN.9.22.3_1,148796
IDN.9.22.4_1,95991
IDN.9.22.5_1,52944
IDN.9.22.6_1,45505
IDN.9.22.7_1,83407
IDN.9.22.8_1,21113
IDN.9.22.9_1,30203
IDN.9.22.10_1,33356
IDN.9.22.11_1,76225
IDN.9.22.12_1,17276
IDN.9.22.13_1,114679
IDN.9.22.14_1,7582
IDN.9.22.15_1,81056
IDN.9.22.16_1,42527
IDN.9.22.17_1,54
IDN.9.22.18_1,32822
IDN.9.23.1_1,34057
IDN.9.23.2_1,47818
IDN.9.23.3_1,85258
IDN.9.23.4_1,18060
IDN.9.23.5_1,31418
IDN.9.23.6_1,24177
IDN.9.23.7_1,104790
IDN.9.23.8_1,94173
IDN.9.23.9_1,34163
IDN.9.23.10_1,20914
IDN.9.23.11_1,28032
IDN.9.23.12_1,38719
IDN.9.23.13_1,38975
IDN.9.23.14_1,84233
IDN.9.23.15_1,20511
IDN.9.23.16_1,24645
IDN.9.23.17_1,186116
IDN.9.23.19_1,60379
IDN.9.23.18_1,40042
IDN.9.23.20_1,38484
IDN.9.23.21_1,184439
IDN.9.23.22_1,104392
IDN.9.23.23_1,28786
IDN.9.23.24_1,23553
IDN.9.23.25_1,27452
IDN.9.23.26_1,11660
IDN.9.23.27_1,93559
IDN.9.23.28_1,33680
IDN.9.23.29_1,29461
IDN.9.23.30_1,28124
IDN.9.24.1_1,17184
IDN.9.24.2_1,17312
IDN.9.24.3_1,28562
IDN.9.24.4_1,18772
IDN.9.24.5_1,96735
IDN.9.24.6_1,45541
IDN.9.24.7_1,54093
IDN.9.24.8_1,125530
IDN.9.24.9_1,28342
IDN.9.24.10_1,47900
IDN.9.24.11_1,26334
IDN.9.24.12_1,158989
IDN.9.24.13_1,17440
IDN.9.24.14_1,121311
IDN.9.24.15_1,19856
IDN.9.24.16_1,28566
IDN.9.24.17_1,127410
IDN.9.24.18_1,30299
IDN.9.24.19_1,110658
IDN.9.24.20_1,41329
IDN.9.24.21_1,23760
IDN.9.24.22_1,20462
IDN.9.24.23_1,67301
IDN.9.24.24_1,73185
IDN.9.24.25_1,80201
IDN.9.24.26_1,29454
IDN.9.24.27_1,24766
IDN.9.24.28_1,39473
IDN.9.24.29_1,12323
IDN.9.24.30_1,42978
IDN.9.24.31_1,28908
IDN.9.24.32_1,29693
IDN.9.24.33_1,55908
IDN.9.24.34_1,66361
IDN.9.24.35_1,17076
IDN.9.24.36_1,64111
IDN.9.24.37_1,80783
IDN.9.24.38_1,94597
IDN.9.24.39_1,139486
IDN.9.24.40_1,56459
IDN.9.24.41_1,40256
IDN.9.24.42_1,47266
IDN.9.24.43_1,84044
IDN.9.24.44_1,111215
IDN.9.24.45_1,122979
IDN.9.24.46_1,32585
IDN.9.24.47_1,37890
IDN.9.25.1_1,31442
IDN.9.25.2_1,7873
IDN.9.25.3_1,120032
IDN.9.25.4_1,81896
IDN.9.25.5_1,22107
IDN.9.25.6_1,30042
IDN.9.25.7_1,31417
IDN.9.25.8_1,50671
IDN.9.25.9_1,25502
IDN.9.25.10_1,25189
IDN.9.25.11_1,153301
IDN.9.25.12_1,15510
IDN.9.25.13_1,46696
IDN.9.25.14_1,60693
IDN.9.25.15_1,23300
IDN.9.25.16_1,55559
IDN.9.25.17_1,22084
IDN.9.25.18_1,69293
IDN.9.25.19_1,120124
IDN.9.25.20_1,11232
IDN.9.25.21_1,58571
IDN.9.25.22_1,21088
IDN.9.25.23_1,77573
IDN.9.25.24_1,52337
IDN.9.25.25_1,41019
IDN.9.25.26_1,27878
IDN.9.26.1_1,21170
IDN.9.26.2_1,8943
IDN.9.26.3_1,15342
IDN.9.26.4_1,101771
IDN.9.26.5_1,32804
IDN.9.26.6_1,64518
IDN.9.26.7_1,67153
IDN.9.26.8_1,23878
IDN.9.26.9_1,13978
IDN.9.26.10_1,87172
IDN.9.26.11_1,104743
IDN.9.26.12_1,7180
IDN.9.26.13_1,7819
IDN.9.26.14_1,67100
IDN.9.26.15_1,21994
IDN.9.26.16_1,44574
IDN.9.26.17_1,1731
IDN.9.26.18_1,81044
IDN.9.26.19_1,57823
IDN.9.26.20_1,34789
IDN.9.26.21_1,64297
IDN.9.26.22_1,62258
IDN.9.26.23_1,78074
IDN.9.26.24_1,12254
IDN.9.26.25_1,18010
IDN.9.26.26_1,9262
IDN.9.26.27_1,78647
IDN.9.26.28_1,38861
IDN.9.26.29_1,14335
IDN.9.26.30_1,56490
IDN.9.26.31_1,148711
IDN.9.26.32_1,23845
IDN.9.26.33_1,40365
IDN.9.26.34_1,39899
IDN.9.26.35_1,60630
IDN.9.26.36_1,83068
IDN.9.26.37_1,62620
IDN.9.26.38_1,27511
IDN.9.26.39_1,16515
IDN.9.27.1_1,5759
IDN.10.1.1_1,49186
IDN.10.1.2_1,52732
IDN.10.1.3_1,154384
IDN.10.1.4_1,51729
IDN.10.1.5_1,60193
IDN.10.1.6_1,25004
IDN.10.1.7_1,45588
IDN.10.1.8_1,46126
IDN.10.1.9_1,7823
IDN.10.1.10_1,17964
IDN.10.1.11_1,11175
IDN.10.1.12_1,38947
IDN.10.1.13_1,35674
IDN.10.1.14_1,52975
IDN.10.1.15_1,30973
IDN.10.1.16_1,32061
IDN.10.1.17_1,33014
IDN.10.1.18_1,22174
IDN.10.1.19_1,55455
IDN.10.1.20_1,58520
IDN.10.2.1_1,75431
IDN.10.2.2_1,37403
IDN.10.2.3_1,52630
IDN.10.2.4_1,80014
IDN.10.2.5_1,28878
IDN.10.2.6_1,52089
IDN.10.2.7_1,72018
IDN.10.2.8_1,60278
IDN.10.2.9_1,51652
IDN.10.2.10_1,49725
IDN.10.2.11_1,110834
IDN.10.2.12_1,83297
IDN.10.2.13_1,19023
IDN.10.2.14_1,59039
IDN.10.2.15_1,60349
IDN.10.2.16_1,11737
IDN.10.2.17_1,54219
IDN.10.2.18_1,77583
IDN.10.2.19_1,78336
IDN.10.2.20_1,50379
IDN.10.2.21_1,53222
IDN.10.2.22_1,124455
IDN.10.2.23_1,19168
IDN.10.2.24_1,90893
IDN.10.2.25_1,66594
IDN.10.2.26_1,44402
IDN.10.2.27_1,70464
IDN.10.3.1_1,57471
IDN.10.3.2_1,63094
IDN.10.3.3_1,129543
IDN.10.3.4_1,44945
IDN.10.3.5_1,41875
IDN.10.3.6_1,99652
IDN.10.3.7_1,73930
IDN.10.3.8_1,43278
IDN.10.3.9_1,21728
IDN.10.3.10_1,34142
IDN.10.3.11_1,80880
IDN.10.3.12_1,33354
IDN.10.3.13_1,58169
IDN.10.3.14_1,50341
IDN.10.3.15_1,42648
IDN.10.4.1_1,37413
IDN.10.4.2_1,89520
IDN.10.4.3_1,41272
IDN.10.4.4_1,79446
IDN.10.4.5_1,43873
IDN.10.4.6_1,22984
IDN.10.4.7_1,74548
IDN.10.4.8_1,65461
IDN.10.4.9_1,62241
IDN.10.4.10_1,26031
IDN.10.4.11_1,59532
IDN.10.4.12_1,45525
IDN.10.4.13_1,56566
IDN.10.4.14_1,49267
IDN.10.4.15_1,35381
IDN.10.4.16_1,74259
IDN.10.5.1_1,96595
IDN.10.5.2_1,58368
IDN.10.5.3_1,68813
IDN.10.5.4_1,78494
IDN.10.5.5_1,63952
IDN.10.5.6_1,14044
IDN.10.5.7_1,20319
IDN.10.5.8_1,19715
IDN.10.5.9_1,31894
IDN.10.5.10_1,74574
IDN.10.5.11_1,46041
IDN.10.5.12_1,101947
IDN.10.5.13_1,60163
IDN.10.5.14_1,36895
IDN.10.5.15_1,34412
IDN.10.5.16_1,101690
IDN.10.5.17_1,25128
IDN.10.5.18_1,53913
IDN.10.5.19_1,31457
IDN.10.6.1_1,140010
IDN.10.6.2_1,113832
IDN.10.6.3_1,165317
IDN.10.6.4_1,126742
IDN.10.6.5_1,104279
IDN.10.6.6_1,61558
IDN.10.6.7_1,47820
IDN.10.6.8_1,161224
IDN.10.6.9_1,205086
IDN.10.6.10_1,80721
IDN.10.6.11_1,109196
IDN.10.6.12_1,54776
IDN.10.6.13_1,67086
IDN.10.6.14_1,60125
IDN.10.6.15_1,74125
IDN.10.6.16_1,59163
IDN.10.6.17_1,158882
IDN.10.7.1_1,122133
IDN.10.7.2_1,36745
IDN.10.7.3_1,62064
IDN.10.7.4_1,67315
IDN.10.7.5_1,76604
IDN.10.7.6_1,74873
IDN.10.7.7_1,100152
IDN.10.7.8_1,70533
IDN.10.7.9_1,30287
IDN.10.7.10_1,79209
IDN.10.7.11_1,28926
IDN.10.7.12_1,3670
IDN.10.7.13_1,44827
IDN.10.7.14_1,30790
IDN.10.7.15_1,107020
IDN.10.7.16_1,110286
IDN.10.7.17_1,76472
IDN.10.7.18_1,110617
IDN.10.7.19_1,38572
IDN.10.7.20_1,80637
IDN.10.7.21_1,48582
IDN.10.7.22_1,38279
IDN.10.7.23_1,55135
IDN.10.7.24_1,158503
IDN.10.8.1_1,69260
IDN.10.8.2_1,126415
IDN.10.8.3_1,83080
IDN.10.8.4_1,80038
IDN.10.8.5_1,80870
IDN.10.8.6_1,60723
IDN.10.8.7_1,111150
IDN.10.8.8_1,88117
IDN.10.8.9_1,34431
IDN.10.8.10_1,50680
IDN.10.8.11_1,154943
IDN.10.8.12_1,93059
IDN.10.8.13_1,33525
IDN.10.8.14_1,86775
IDN.10.9.1_1,62172
IDN.10.9.2_1,34416
IDN.10.9.3_1,58863
IDN.10.9.4_1,81806
IDN.10.9.5_1,75705
IDN.10.9.6_1,89100
IDN.10.9.7_1,74653
IDN.10.9.8_1,41403
IDN.10.9.9_1,49694
IDN.10.9.10_1,29150
IDN.10.9.11_1,47990
IDN.10.9.12_1,82478
IDN.10.9.13_1,48860
IDN.10.9.14_1,179528
IDN.10.9.15_1,42441
IDN.10.9.16_1,59576
IDN.10.9.17_1,60265
IDN.10.9.18_1,142159
IDN.10.9.19_1,87464
IDN.10.10.1_1,68274
IDN.10.10.2_1,66152
IDN.10.10.3_1,67229
IDN.10.10.4_1,98327
IDN.10.10.5_1,60222
IDN.10.10.6_1,5656
IDN.10.10.7_1,31777
IDN.10.10.8_1,47907
IDN.10.10.9_1,68578
IDN.10.10.10_1,86090
IDN.10.10.11_1,102349
IDN.10.10.12_1,105293
IDN.10.10.13_1,52134
IDN.10.10.14_1,10066
IDN.10.10.15_1,90462
IDN.10.10.16_1,126738
IDN.10.10.17_1,73820
IDN.10.11.1_1,79752
IDN.10.11.2_1,106775
IDN.10.11.3_1,99192
IDN.10.11.4_1,24409
IDN.10.11.5_1,30332
IDN.10.11.6_1,17507
IDN.10.11.7_1,30076
IDN.10.11.8_1,26653
IDN.10.11.9_1,100491
IDN.10.11.10_1,35448
IDN.10.11.11_1,78634
IDN.10.11.12_1,14160
IDN.10.11.13_1,34506
IDN.10.11.14_1,32795
IDN.10.11.15_1,36754
IDN.10.11.16_1,70969
IDN.10.11.17_1,66406
IDN.10.12.1_1,35928
IDN.10.12.2_1,36831
IDN.10.12.3_1,80971
IDN.10.12.4_1,27309
IDN.10.12.5_1,22425
IDN.10.12.6_1,31399
IDN.10.12.7_1,63534
IDN.10.12.8_1,51948
IDN.10.12.9_1,41202
IDN.10.12.10_1,26516
IDN.10.12.11_1,35935
IDN.10.12.12_1,84540
IDN.10.12.13_1,51575
IDN.10.12.14_1,51312
IDN.10.12.15_1,46253
IDN.10.12.16_1,70940
IDN.10.12.17_1,18913
IDN.10.12.18_1,35251
IDN.10.12.19_1,59138
IDN.10.12.20_1,13096
IDN.10.12.21_1,41489
IDN.10.12.22_1,81771
IDN.10.12.23_1,23875
IDN.10.12.24_1,16268
IDN.10.12.25_1,36444
IDN.10.12.26_1,42929
IDN.10.13.1_1,46285
IDN.10.13.2_1,31080
IDN.10.13.3_1,56706
IDN.10.13.4_1,92229
IDN.10.13.6_1,47071
IDN.10.13.5_1,26885
IDN.10.13.7_1,74727
IDN.10.13.8_1,43931
IDN.10.13.9_1,18991
IDN.10.13.10_1,45898
IDN.10.13.11_1,21647
IDN.10.13.12_1,48092
IDN.10.13.13_1,66406
IDN.10.13.14_1,45045
IDN.10.13.15_1,15624
IDN.10.13.16_1,60253
IDN.10.13.17_1,64782
IDN.10.13.18_1,36539
IDN.10.13.19_1,47668
IDN.10.13.20_1,66393
IDN.10.14.1_1,52140
IDN.10.14.2_1,75715
IDN.10.14.3_1,52468
IDN.10.14.4_1,40599
IDN.10.14.5_1,53726
IDN.10.14.6_1,37873
IDN.10.14.7_1,73654
IDN.10.14.8_1,60065
IDN.10.14.9_1,38613
IDN.10.14.10_1,46477
IDN.10.14.11_1,64878
IDN.10.14.12_1,19859
IDN.10.14.13_1,18182
IDN.10.14.14_1,10522
IDN.10.14.15_1,45324
IDN.10.14.16_1,42695
IDN.10.14.17_1,33374
IDN.10.14.18_1,37824
IDN.10.14.19_1,37869
IDN.10.14.20_1,45276
IDN.10.14.21_1,40773
IDN.10.14.22_1,62603
IDN.10.14.23_1,66808
IDN.10.14.24_1,34588
IDN.10.14.25_1,67967
IDN.10.14.26_1,52239
IDN.10.15.1_1,72558
IDN.10.15.2_1,38675
IDN.10.15.3_1,29892
IDN.10.16.1_1,59384
IDN.10.16.2_1,41696
IDN.10.16.3_1,51870
IDN.10.16.4_1,46848
IDN.10.17.1_1,186110
IDN.10.17.2_1,66365
IDN.10.17.3_1,85279
IDN.10.17.4_1,57975
IDN.10.17.5_1,132937
IDN.10.17.6_1,147150
IDN.10.17.7_1,115515
IDN.10.17.8_1,176316
IDN.10.17.9_1,160312
IDN.10.17.10_1,183495
IDN.10.17.11_1,73193
IDN.10.17.12_1,64218
IDN.10.17.13_1,59806
IDN.10.17.14_1,102204
IDN.10.17.15_1,168862
IDN.10.17.16_1,49451
IDN.10.18.1_1,45682
IDN.10.18.2_1,54780
IDN.10.18.3_1,45765
IDN.10.18.4_1,73064
IDN.10.19.1_1,73486
IDN.10.19.2_1,75043
IDN.10.19.3_1,94661
IDN.10.19.4_1,113944
IDN.10.19.5_1,131362
IDN.10.19.6_1,119303
IDN.10.19.8_1,5956
IDN.10.19.7_1,76244
IDN.10.19.9_1,70151
IDN.10.19.10_1,79566
IDN.10.20.1_1,41909
IDN.10.20.2_1,33831
IDN.10.20.3_1,54089
IDN.10.20.4_1,71637
IDN.10.20.5_1,53278
IDN.10.20.6_1,42643
IDN.10.20.7_1,50139
IDN.10.20.8_1,108669
IDN.10.20.9_1,84845
IDN.10.20.10_1,77817
IDN.10.20.11_1,68313
IDN.10.20.12_1,34257
IDN.10.20.13_1,78404
IDN.10.20.15_1,70249
IDN.10.20.14_1,48344
IDN.10.20.16_1,80022
IDN.10.20.17_1,69787
IDN.10.20.18_1,59199
IDN.10.20.19_1,53011
